10710,446,538
10730,446,538
10753,454,508
10769,454,508
10792,416,467
10812,416,467
10832,416,467
10852,416,467
10870,416,467
10892,416,467
10912,431,452
10932,431,452
10952,431,452
10973,438,479
10990,438,479
11011,322,517
11032,322,517
11052,322,517
11072,322,517
11090,390,501
11112,390,501
11132,395,518
11151,395,518
11172,396,545
11190,396,545
11211,396,545
11231,414,548
11252,414,548
11272,414,548
11290,452,549
11311,452,549
11332,462,527
11350,462,527
11372,462,527
11393,425,484
11411,425,484
11429,425,484
11453,425,484
11471,338,462
11492,7,642
11510,7,642
11531,7,642
11549,434,470
11571,434,470
11592,434,470
11613,404,512
11632,404,512
11651,404,512
11673,346,515
11692,346,515
11711,346,515
11732,346,515
11751,346,515
11771,385,524
11789,385,524
11811,385,524
11833,421,564
11850,421,564
11872,421,564
11892,477,549
11911,477,549
11932,477,549
11953,494,512
11972,494,512
11989,440,459
12013,440,459
12032,440,459
12051,440,459
12071,306,421
12093,306,421
12112,345,443
12131,444,471
12149,444,471
12174,444,471
12191,444,471
12211,343,512
12229,343,512
12251,343,512
12274,382,518
12291,382,518
12311,407,525
12333,407,525
12352,407,525
12371,407,525
12390,407,525
12413,413,562
12429,466,544
12452,466,544
12471,466,544
12491,479,536
12511,479,536
12533,458,475
12552,458,475
12573,388,449
12592,388,449
12613,388,449
12632,388,449
12652,388,449
12672,443,486
12692,443,486
12710,443,486
12731,395,477
12753,395,477
12773,395,477
12791,347,516
12813,347,516
12832,347,516
12850,347,516
12872,347,516
12891,383,512
12913,383,512
12930,383,512
12954,383,512
12970,386,528
12994,386,528
13012,386,528
13032,428,554
13053,428,554
13072,454,557
13091,454,557
13110,454,557
13133,499,523
13153,499,523
13171,499,523
13191,463,479
13209,463,479
13232,337,420
13253,337,420
13272,1,683
13291,1,683
13311,1,683
13331,1,683
13353,1,683
13370,450,480
13392,440,481
13412,440,481
13433,440,481
13453,356,512
13473,356,512
13493,401,505
13512,401,505
13532,401,505
13553,401,505
13572,410,501
13591,410,501
13612,410,501
13633,410,501
13651,410,501
13672,410,501
13691,362,511
13711,379,522
13731,379,522
13753,379,522
13772,390,527
13793,390,527
13812,390,527
13833,390,527
13852,390,527
13872,390,527
13893,390,527
13913,382,545
13932,400,556
13950,400,556
13973,429,555
13992,429,555
14011,429,555
14033,450,551
14053,450,551
14071,450,551
14091,466,527
14112,466,527
14132,466,527
14151,466,527
14172,466,527
14192,274,486
14213,274,486
14232,274,486
14252,347,448
14273,347,448
14292,347,448
14313,445,506
14333,445,506
14352,445,506
14373,445,506
14390,347,525
14412,368,534
14432,368,534
14452,368,534
14472,368,534
14493,396,545
14512,396,545
14531,418,563
14551,418,563
14572,418,563
14590,486,557
14611,486,557
14630,508,542
14651,508,542
14673,508,542
14692,472,506
14712,472,506
14732,472,506
14753,356,451
14770,356,451
14793,356,451
14813,356,451
14833,356,451
14852,428,459
14873,428,459
14891,428,459
14912,428,459
14933,428,459
14950,428,459
14971,349,512
14991,349,512
15013,349,512
15031,349,512
15053,349,512
15072,400,516
15091,400,516
15113,400,532
15133,400,532
15150,400,532
15172,403,539
15193,403,539
15211,403,539
15232,432,530
15253,432,530
15271,432,530
15293,434,513
15311,434,513
15333,434,513
15351,434,513
15372,434,513
15392,359,465
15411,359,465
15433,359,465
15453,357,460
15470,357,460
15491,357,460
15513,460,482
15532,460,482
15553,460,482
15573,460,482
15592,389,495
15612,389,495
15632,389,495
15653,389,495
15670,389,495
15693,389,495
15711,396,497
15733,396,497
15753,396,497
15772,387,500
15793,387,500
15813,387,500
15832,385,504
15852,385,504
15871,387,508
15892,387,508
15912,387,508
15931,390,515
15953,390,515
15970,390,515
15991,386,516
16013,385,516
16031,387,533
16053,387,533
16073,387,533
16091,395,534
16111,395,534
16132,395,534
16153,395,534
16171,395,534
16193,395,534
16211,399,539
16233,399,539
16253,399,539
16272,402,533
16293,402,533
16310,391,529
16333,391,529
16352,384,528
16372,384,528
16393,384,528
16411,384,525
16431,384,525
16453,384,525
16473,376,541
16492,376,541
16512,376,541
16531,376,541
16554,376,541
16573,391,538
16593,391,538
16610,391,538
16632,388,532
16653,388,532
16670,388,532
16692,404,538
16711,404,538
16732,404,538
16752,422,536
16772,422,536
16793,406,526
16812,406,526
16833,406,526
16851,406,526
16872,379,510
16891,379,510
16912,371,506
16934,371,506
16953,268,512
16971,268,512
16993,268,512
17012,428,491
17033,428,491
17051,428,491
17072,408,491
17093,408,491
17111,374,507
17132,374,507
17150,374,507
17173,390,495
17190,390,495
17213,390,495
17232,392,497
17251,392,497
17269,392,497
17291,386,497
17313,386,497
17332,386,500
17353,386,500
17372,386,500
17393,386,500
17412,386,500
17432,386,497
17452,386,497
17470,386,497
17491,394,498
17512,394,498
17534,394,498
17552,385,508
17573,385,508
17591,385,508
17611,383,509
17632,383,509
17653,400,507
17672,400,507
17691,400,507
17711,392,509
17732,392,509
17750,392,509
17773,387,514
17793,387,514
17812,387,514
17830,387,514
17853,387,514
17873,387,512
17891,387,512
17911,387,512
17932,387,512
17952,387,512
17973,387,512
17992,390,512
18011,390,512
18033,386,512
18052,386,512
18073,390,511
18093,390,511
18114,390,511
18133,390,511
18152,388,512
18173,388,512
18191,388,512
18211,391,512
18231,391,512
18253,392,510
18273,392,510
18291,392,510
18312,391,508
18334,391,508
18352,391,508
18373,382,507
18393,382,507
18411,382,507
18433,388,502
18453,388,502
18472,388,502
18493,387,501
18512,387,498
18532,387,498
18550,387,498
18573,393,496
18593,393,496
18613,393,496
18633,393,496
18653,393,496
18673,390,500
18691,390,500
18711,390,500
18732,387,498
18753,387,498
18771,387,498
18791,388,500
18813,388,500
18834,388,500
18853,384,507
18872,384,507
18892,384,507
18912,376,506
18931,376,506
18954,376,506
18973,376,506
18992,365,512
19012,375,517
19032,375,517
19053,375,517
19070,378,530
19094,378,530
19112,378,530
19131,384,542
19152,384,542
19174,417,554
19192,417,554
19213,417,554
19229,455,555
19254,455,555
19271,472,553
19292,472,553
19311,472,553
19333,453,519
19350,453,519
19374,453,519
19393,453,519
19413,329,504
19430,329,504
19452,259,527
19473,259,527
19491,270,510
19513,270,510
19534,270,510
19553,270,510
19572,270,510
19592,412,533
19612,412,533
19630,412,533
19653,414,577
19670,414,577
19694,414,577
19711,486,564
19732,486,564
19753,486,564
19771,525,576
19792,525,576
19811,512,540
19832,512,540
19852,512,540
19872,432,491
19894,432,491
19911,432,491
19934,291,465
19953,291,465
19973,218,568
19990,218,568
20011,218,568
20032,218,568
20053,307,465
20073,307,465
20094,446,486
20113,446,486
20132,446,486
20150,446,486
20173,425,542
20193,451,575
20213,451,575
20231,451,575
20251,485,555
20273,485,555
20292,473,538
20312,473,538
20334,473,538
20350,473,538
20372,463,452
20393,463,452
20413,463,452
20431,339,441
20451,339,441
20474,194,482
20493,194,482
20511,194,482
20531,417,502
20554,417,502
20573,417,502
20591,366,506
20611,366,506
20634,366,506
20651,382,527
20673,382,527
20693,382,527
20710,401,573
20734,401,573
20753,401,573
20773,401,573
20791,517,542
20811,517,542
20831,517,542
20854,498,517
20873,498,517
20893,498,517
20912,456,428
20931,186,397
20951,186,397
20974,186,397
20993,186,397
21012,292,416
21032,292,416
21051,452,463
21074,452,463
21094,452,463
21113,381,509
21132,381,509
21150,381,509
21172,390,533
21193,390,533
21211,390,533
21230,412,553
21252,412,553
21273,448,562
21291,448,562
21313,479,536
21333,479,536
21353,479,536
21371,479,536
21392,477,494
21411,477,494
21432,388,464
21452,388,464
21471,388,464
21494,204,522
21512,204,522
21532,204,522
21551,404,470
21575,404,470
21591,429,483
21611,429,483
21632,429,483
21653,429,483
21673,392,512
21693,413,523
21713,413,523
21734,413,523
21754,423,522
21773,423,522
21792,423,522
21812,413,516
21834,413,516
21853,413,516
21871,400,500
21893,400,500
21912,329,486
21933,329,486
21954,329,486
21974,329,486
21993,296,486
22013,388,480
22030,388,480
22055,388,480
22073,392,509
22093,392,509
22113,392,509
22131,377,543
22154,377,543
22173,377,543
22192,381,550
22212,381,550
22234,381,550
22252,381,550
22273,406,567
22293,493,545
22310,493,545
22333,493,545
22353,496,537
22373,496,537
22393,496,537
22413,366,652
22433,366,652
22453,287,558
22471,287,558
22492,287,558
22513,278,554
22532,278,554
22553,278,554
22573,342,533
22593,342,533
22611,342,533
22631,483,588
22654,483,588
22672,483,588
22693,517,487
22712,517,487
22731,472,610
22754,472,610
22770,472,610
22790,423,633
22811,423,633
22830,423,633
22851,423,633
22874,448,749
22892,581,582
22910,581,582
22932,581,582
22950,490,579
22972,490,579
22994,490,579
23013,377,624
23030,377,624
23054,377,624
23072,449,608
23091,449,608
23112,475,572
23131,475,572
23153,475,572
23171,485,589
23191,485,589
23214,485,589
23234,546,582
23251,546,582
23274,492,588
23293,492,588
23314,492,588
23332,458,527
23353,458,527
23373,458,527
23394,354,475
23413,354,475
23433,354,475
23453,354,475
23475,253,495
23492,253,495
23514,270,451
23532,270,451
23551,353,503
23574,353,503
23594,353,503
23612,403,462
23633,403,462
23654,403,462
23674,393,482
23694,423,484
23714,423,484
23731,423,484
23755,423,484
23772,428,470
23794,393,437
23814,393,437
23832,393,437
23853,393,437
23874,339,467
23894,339,467
23912,310,500
23934,310,500
23955,310,500
23972,358,489
23994,358,489
24014,358,489
24034,358,489
24055,371,476
24074,371,476
24094,348,514
24114,348,514
24135,368,496
24154,368,496
24176,368,496
24194,409,505
24215,409,505
24235,409,505
24252,444,525
24276,444,525
24295,444,525
24316,498,506
24333,498,506
24351,498,506
24375,498,496
24395,431,477
24412,431,477
24433,431,477
24456,339,461
24475,339,461
24495,339,461
24513,339,461
24532,329,494
24555,329,494
24576,336,503
24594,336,503
24615,421,480
24632,421,480
24656,421,480
24675,421,480
24695,352,513
24716,352,513
24736,311,548
24756,311,548
